id_status;NIM;email;nama;semester;program_studi;no_whatsapp;CV;portofolio;IPK;status;domisili;ketersediaan;tools;sync_date
SS5772;20205772;20205772@student.uns.ac.id;Fani Pangestu;9;Pendidikan Teknik Informatika;82165720482;Ada;Ada;3.43;Lulus;Surakarta;Tidak Aktif;HTML/CSS, Git;05/01/2024
SS5773;20205773;20205773@student.uns.ac.id;Anggi Febriani;9;Informatika;87791994139;Tidak Ada;Ada;3.11;Active;Klaten;Available;Go, React, MongoDB;23/07/2023
SS5774;20215774;20215774@student.uns.ac.id;Rangga Maulana;6;Manajemen;83887056170;Ada;Ada;2.66;Active;Jakarta;Placed;SQL, SAP, Excel, Canva;19/02/2024
SS5775;20225775;20225775@student.uns.ac.id;Farel Firdaus;4;Sistem Informasi;82295949389;Ada;Tidak Ada;3.19;Active;Klaten;Available;Python, PHP, Tableau, SAP;12/11/2024
SS5776;20215776;20215776@student.uns.ac.id;Gita Oktaviani;7;Pendidikan Teknik Informatika;87766288714;Ada;Ada;3.41;Active;Boyolali;Placed;Git, SQL;05/08/2023
SS5777;20205777;20205777@student.uns.ac.id;Julia Rahmawati;9;Statistika;83864300542;Ada;Ada;3.4;Active;Boyolali;Available;SPSS, Tableau, Power BI;23/11/2023
SS5778;20215778;20215778@student.uns.ac.id;Zaki Mahendra;6;Pendidikan Teknik Informatika;82262907730;Ada;Tidak Ada;3.32;Active;Semarang;Available;Python, Figma, Scratch, SQL, HTML/CSS;08/01/2024
SS5779;20235779;20235779@student.uns.ac.id;Lestari Putra;3;Informatika;85627795635;Ada;Tidak Ada;2.99;Active;Surakarta;Placed;Git, Node.js, JavaScript, Go;08/03/2024
SS5780;20215780;20215780@student.uns.ac.id;Amelia Kusuma;6;Informatika;85224574949;Ada;Ada;3.18;Cuti;Surakarta;Tidak Aktif;React, Laravel, Docker, Node.js;21/06/2024
SS5781;20205781;20205781@student.uns.ac.id;Hafiz Fitriani;8;Manajemen;85690365421;Tidak Ada;Ada;2.84;Active;Boyolali;Available;Google Analytics, SPSS, Canva, Excel, Power BI;17/01/2025
SS5782;20215782;20215782@student.uns.ac.id;Mira Nugroho;6;Informatika;85739297877;Ada;Ada;4;Active;Bandung;Placed;SQL, Node.js, Git;11/08/2024
SS5783;20235783;20235783@student.uns.ac.id;Oki Kurniawan;2;Sistem Informasi;82261567397;Ada;Ada;3.94;Active;Karanganyar;Placed;ERPNext, Power BI;20/02/2023
SS5784;20225784;20225784@student.uns.ac.id;Gita Suryadi;3;Psikologi;85861282955;Tidak Ada;Tidak Ada;3.07;Active;Surakarta;Available;SPSS, Google Forms, Qualtrics, NVivo;07/12/2024
SS5785;20215785;20215785@student.uns.ac.id;Galih Handayani;7;Farmasi;81567371975;Ada;Ada;3.14;Active;Bandung;Tidak Aktif;R, SPSS;29/02/2024
SS5786;20215786;20215786@student.uns.ac.id;Anggi Firdaus;7;Pendidikan Teknik Informatika;82102071825;Tidak Ada;Ada;2.8;Active;Boyolali;Tidak Aktif;SQL, Moodle, Python, Git;10/04/2023
SS5787;20215787;20215787@student.uns.ac.id;Wulan Wardani;6;Ilmu Komunikasi;87783608256;Ada;Tidak Ada;3.3;Active;Karanganyar;Available;Adobe Premiere, CapCut, Canva, Figma, Google Analytics;23/12/2023
SS5788;20195788;20195788@student.uns.ac.id;Ika Putra;9;Informatika;87799165054;Ada;Ada;3.44;Active;Karanganyar;Placed;SQL, MongoDB, Node.js, Git, Go;22/01/2024
SS5789;20205789;20205789@student.uns.ac.id;Arif Maulana;7;Teknik Elektro;81680140047;Ada;Tidak Ada;3.94;Active;Semarang;Available;Arduino, Verilog;19/10/2024
SS5790;20235790;20235790@student.uns.ac.id;Ratna Utami;2;Sistem Informasi;87780119789;Ada;Ada;3.62;Active;Surakarta;Placed;PHP, Excel, SAP;11/04/2024
SS5791;20215791;20215791@student.uns.ac.id;Mega Handayani;7;Akuntansi;85873790905;Ada;Tidak Ada;2.88;Active;Jakarta;Tidak Aktif;Jurnal.id, Zahir, MYOB;01/11/2024
SS5792;20225792;20225792@student.uns.ac.id;Rendy Pangestu;5;Informatika;85646538736;Ada;Ada;3.16;Active;Bogor;Placed;Java, React, C++, Node.js;31/01/2025
SS5793;20215793;20215793@student.uns.ac.id;Prita Puspitasari;5;Informatika;83834798380;Ada;Ada;3.32;Active;Surakarta;Tidak Aktif;Python, Node.js, C++;19/08/2024
SS5794;20225794;20225794@student.uns.ac.id;Ika Gunawan;3;Teknik Elektro;85627799019;Ada;Tidak Ada;3.31;Active;Surakarta;Placed;MATLAB, Eagle PCB, C/C++, Python, Verilog;12/02/2023
SS5795;20205795;20205795@student.uns.ac.id;Salma Cahyono;9;Informatika;85803842579;Ada;Ada;3.24;Inactive;Karanganyar;Tidak Aktif;Git, MongoDB, Python, React;18/01/2025
SS5796;20215796;20215796@student.uns.ac.id;Farhan Cahyono;6;Agroteknologi;82187757692;Ada;Tidak Ada;3.1;Active;Malang;Placed;Drone Mapping, R, QGIS;28/11/2023
SS5797;20225797;20225797@student.uns.ac.id;Dian Prasetya;3;Pendidikan Teknik Informatika;87846636865;Ada;Tidak Ada;2.7;Active;Karanganyar;Available;Figma, Python, Scratch, Git, JavaScript;08/03/2023
SS5798;20235798;20235798@student.uns.ac.id;Lutfia Fitriani;2;Sistem Informasi;81338603794;Tidak Ada;Tidak Ada;3.11;Inactive;Surakarta;Tidak Aktif;Java, Tableau, Power BI;12/04/2024
SS5799;20215799;20215799@student.uns.ac.id;Bunga Prasetya;7;Sistem Informasi;82129650488;Ada;Tidak Ada;2.97;Active;Surakarta;Available;Python, BPMN;22/11/2023
SS5800;20215800;20215800@student.uns.ac.id;Ratna Handayani;5;Manajemen;82240454454;Ada;Ada;3.09;Active;Surakarta;Available;SPSS, SAP, Google Analytics, SQL;22/04/2024
SS5801;20215801;20215801@student.uns.ac.id;Taufik Handayani;7;Statistika;81684372288;Ada;Ada;3.13;Active;Surakarta;Available;Tableau, R, Python, SAS, Power BI;27/10/2023
SS5802;20205802;20205802@student.uns.ac.id;Nurul Kusuma;8;Ekonomi Pembangunan;81514763419;Ada;Tidak Ada;2.54;Active;Surakarta;Placed;R, Tableau, Excel, SPSS, Python;20/02/2024
SS5803;20195803;20195803@student.uns.ac.id;Bayu Rahmawati;11;Akuntansi;85620625921;Ada;Ada;3.69;Active;Surakarta;Available;Power BI, SAP, Zahir, Jurnal.id;08/01/2024
SS5804;20215804;20215804@student.uns.ac.id;Dimas Wibowo;5;Ilmu Komunikasi;85375318968;Ada;Ada;3.41;Active;Tangerang;Placed;WordPress, Figma;20/07/2023
SS5805;20225805;20225805@student.uns.ac.id;Elsa Anggara;5;Informatika;85635628081;Ada;Ada;3.52;Active;Surakarta;Placed;Java, Flutter, Node.js;04/04/2024
SS5806;20225806;20225806@student.uns.ac.id;Julia Suryadi;3;Informatika;82147256926;Ada;Tidak Ada;3.47;Active;Semarang;Placed;Go, Git;23/05/2024
SS5807;20225807;20225807@student.uns.ac.id;Ayu Setiawan;4;Informatika;81593043521;Ada;Tidak Ada;3.15;Active;Yogyakarta;Available;Flutter, Git;26/01/2024
SS5808;20205808;20205808@student.uns.ac.id;Yuni Lestari;8;Teknik Sipil;81539788356;Ada;Ada;3.02;Cuti;Tangerang;Tidak Aktif;ETABS, MS Project, Revit;22/05/2024
SS5809;20235809;20235809@student.uns.ac.id;Hana Wulandari;3;Teknik Industri;82151269513;Ada;Tidak Ada;3.36;Lulus;Surakarta;Tidak Aktif;AutoCAD, MATLAB;06/03/2024
SS5810;20215810;20215810@student.uns.ac.id;Rizky Ningsih;7;Sastra Inggris;82208111324;Ada;Ada;3.13;Active;Karanganyar;Available;WordPress, SDL Trados, Grammarly, Microsoft Office;04/11/2023
SS5811;20225811;20225811@student.uns.ac.id;Teguh Hidayat;4;Ilmu Komunikasi;87755942051;Ada;Ada;3.16;Cuti;Yogyakarta;Tidak Aktif;Canva, WordPress, Adobe Premiere, CapCut;11/10/2023
SS5812;20225812;20225812@student.uns.ac.id;Dani Ardiansyah;4;Pendidikan Teknik Informatika;87835618611;Ada;Ada;3.86;Active;Bandung;Available;JavaScript, Moodle, Git;24/10/2023
SS5813;20225813;20225813@student.uns.ac.id;Faisal Anggraeni;3;Teknik Industri;85664402194;Ada;Tidak Ada;3.47;Lulus;Malang;Tidak Aktif;SAP, AutoCAD, Python, Arena Simulation;24/12/2023
SS5814;20215814;20215814@student.uns.ac.id;Anggi Adriansyah;5;Manajemen;81508041375;Ada;Ada;3.33;Cuti;Surakarta;Tidak Aktif;SAP, Google Analytics, SPSS;30/07/2024
SS5815;20235815;20235815@student.uns.ac.id;Mira Ardiansyah;2;Teknik Industri;81614324307;Tidak Ada;Ada;3.59;Active;Yogyakarta;Tidak Aktif;Excel, Python, AutoCAD, SolidWorks, MATLAB;10/02/2023
SS5816;20215816;20215816@student.uns.ac.id;Indah Wardani;6;Teknik Industri;85378300315;Ada;Ada;3.51;Inactive;Semarang;Tidak Aktif;MATLAB, Python;09/09/2024
SS5817;20215817;20215817@student.uns.ac.id;Bima Pratama;7;Sastra Inggris;81536614130;Ada;Tidak Ada;3.72;Active;Depok;Available;WordPress, Grammarly, Microsoft Office;28/10/2024
SS5818;20235818;20235818@student.uns.ac.id;Dian Santoso;2;Farmasi;85214680157;Ada;Ada;3.22;Inactive;Boyolali;Tidak Aktif;Microsoft Office, SPSS, Python, Mendeley, ChemDraw;19/05/2023
SS5819;20215819;20215819@student.uns.ac.id;Hana Anggara;6;Agroteknologi;81640776154;Ada;Tidak Ada;2.7;Active;Semarang;Placed;Excel, ArcGIS, QGIS, SPSS;28/08/2023
SS5820;20215820;20215820@student.uns.ac.id;Oscar Pratama;5;Sistem Informasi;81517524070;Tidak Ada;Ada;2.8;Active;Surakarta;Available;PHP, Python, Tableau;29/05/2024
SS5821;20205821;20205821@student.uns.ac.id;Gilang Prasetya;9;Informatika;81265791225;Ada;Ada;3.65;Active;Surakarta;Available;Python, React, Laravel;27/08/2023
SS5822;20195822;20195822@student.uns.ac.id;Salma Nugraha;10;Agroteknologi;85729625808;Ada;Tidak Ada;3.24;Active;Semarang;Available;SPSS, Drone Mapping, AutoCAD, Excel, QGIS;15/11/2024
SS5823;20235823;20235823@student.uns.ac.id;Laila Mahendra;2;Akuntansi;81529580213;Ada;Ada;3.67;Active;Surakarta;Placed;MYOB, Accurate, Jurnal.id;12/12/2024
SS5824;20225824;20225824@student.uns.ac.id;Dimas Budiman;4;Sastra Inggris;82247551723;Ada;Ada;3.34;Active;Magelang;Available;Grammarly, SDL Trados, Microsoft Office, WordPress, CAT Tools;06/08/2024
SS5825;20195825;20195825@student.uns.ac.id;Budi Kurniawan;11;Statistika;81387819946;Tidak Ada;Tidak Ada;3.58;Active;Klaten;Tidak Aktif;Tableau, MATLAB, R;07/01/2024
SS5826;20215826;20215826@student.uns.ac.id;Hasna Prasetya;7;Akuntansi;83801148141;Ada;Ada;3.46;Active;Klaten;Placed;MYOB, Jurnal.id, Excel;13/11/2023
SS5827;20225827;20225827@student.uns.ac.id;Farah Pratama;4;Pendidikan Teknik Informatika;85360839179;Tidak Ada;Ada;3.01;Active;Surakarta;Available;Python, Git, HTML/CSS, JavaScript;10/11/2023
SS5828;20215828;20215828@student.uns.ac.id;Laila Syahputra;5;Sistem Informasi;81571064513;Ada;Ada;3.88;Active;Surakarta;Placed;SAP, Excel, Python, Tableau, Power BI;28/05/2024
SS5829;20225829;20225829@student.uns.ac.id;Candra Budiman;4;Akuntansi;82158339303;Ada;Ada;3.68;Active;Semarang;Available;Accurate, SQL, Excel, MYOB;15/09/2024
SS5830;20235830;20235830@student.uns.ac.id;Nisa Ramadhan;2;Teknik Mesin;81609369269;Ada;Ada;3.42;Active;Bandung;Placed;CATIA, MATLAB, AutoCAD;03/08/2024
SS5831;20225831;20225831@student.uns.ac.id;Ayu Wardani;5;Sastra Inggris;85314338311;Ada;Tidak Ada;3.56;Inactive;Jakarta;Tidak Aktif;Microsoft Office, SDL Trados;13/11/2024
SS5832;20205832;20205832@student.uns.ac.id;Umar Sulistyo;7;Pendidikan Teknik Informatika;81200180764;Tidak Ada;Tidak Ada;3.22;Active;Semarang;Available;SQL, Figma, Moodle, Git;17/07/2023
SS5833;20225833;20225833@student.uns.ac.id;Citra Sulistyo;3;Akuntansi;81688190776;Ada;Tidak Ada;3.39;Active;Surakarta;Available;MYOB, Zahir, SAP, SQL, Jurnal.id;22/07/2023
SS5834;20205834;20205834@student.uns.ac.id;Bella Ramadhan;9;Teknik Sipil;85386223294;Tidak Ada;Ada;2.99;Lulus;Bandung;Tidak Aktif;AutoCAD, Revit, ETABS, SketchUp, MS Project;16/02/2024
SS5835;20215835;20215835@student.uns.ac.id;Amelia Syahputra;6;Desain Komunikasi Visual;85315405723;Ada;Tidak Ada;3.37;Active;Boyolali;Placed;Adobe Photoshop, Adobe After Effects, Figma, Blender;11/03/2024
SS5836;20215836;20215836@student.uns.ac.id;Nisa Nugraha;5;Teknik Sipil;81603348333;Tidak Ada;Ada;3.62;Active;Depok;Tidak Aktif;Revit, SAP2000;03/09/2024
SS5837;20225837;20225837@student.uns.ac.id;Fajar Firdaus;5;Psikologi;85249810634;Ada;Tidak Ada;3.27;Inactive;Surakarta;Tidak Aktif;Jamovi, Excel;14/02/2023
SS5838;20235838;20235838@student.uns.ac.id;Rangga Sari;2;Akuntansi;81327160030;Tidak Ada;Ada;3.23;Active;Semarang;Available;Jurnal.id, MYOB, SQL;20/04/2024
SS5839;20215839;20215839@student.uns.ac.id;Rani Lestari;7;Teknik Sipil;81267255481;Ada;Tidak Ada;3.6;Active;Surabaya;Placed;SketchUp, AutoCAD, Revit;11/04/2023
SS5840;20215840;20215840@student.uns.ac.id;Ahmad Nugroho;5;Informatika;85380299804;Ada;Ada;3.1;Active;Surakarta;Available;Node.js, Java, Docker, SQL, MongoDB;02/07/2024
SS5841;20205841;20205841@student.uns.ac.id;Yuni Cahyono;9;Sistem Informasi;82176243404;Tidak Ada;Ada;2.97;Active;Magelang;Tidak Aktif;ERPNext, Java, Power BI, Tableau;30/07/2023
SS5842;20215842;20215842@student.uns.ac.id;Taufik Budiman;7;Teknik Sipil;87789567538;Ada;Ada;3.32;Cuti;Surakarta;Tidak Aktif;AutoCAD, Revit, MS Project, ETABS, SketchUp;09/11/2024
SS5843;20235843;20235843@student.uns.ac.id;Sinta Kurniawan;3;Teknik Sipil;81516003474;Ada;Tidak Ada;4;Active;Magelang;Placed;SAP2000, Revit;22/08/2023
SS5844;20235844;20235844@student.uns.ac.id;Sari Puspitasari;2;Ilmu Komunikasi;81259738480;Ada;Tidak Ada;3.44;Active;Boyolali;Placed;WordPress, Canva, Adobe Premiere, Hootsuite, Figma;03/08/2023
SS5845;20205845;20205845@student.uns.ac.id;Fajar Gunawan;8;Sistem Informasi;85203302423;Ada;Tidak Ada;3.5;Active;Malang;Placed;ERPNext, BPMN, Excel, Power BI;06/09/2024
SS5846;20225846;20225846@student.uns.ac.id;Budi Puspitasari;5;Desain Komunikasi Visual;85387104856;Ada;Ada;3.33;Active;Yogyakarta;Placed;Sketch, Blender, Adobe Illustrator;16/07/2023
SS5847;20235847;20235847@student.uns.ac.id;Dwi Syahputra;3;Farmasi;87731881912;Ada;Ada;3.02;Active;Karanganyar;Placed;SPSS, Mendeley;20/02/2024
SS5848;20215848;20215848@student.uns.ac.id;Aditya Ramadhani;6;Informatika;82144419086;Ada;Ada;3.79;Active;Surakarta;Placed;Git, Laravel, Node.js, SQL, MongoDB;30/06/2024
SS5849;20215849;20215849@student.uns.ac.id;Fani Permana;5;Teknik Industri;81216143806;Ada;Ada;3.29;Active;Surakarta;Available;Minitab, SAP, SolidWorks;17/01/2024
SS5850;20205850;20205850@student.uns.ac.id;Fani Kurniawan;7;Informatika;82130374327;Tidak Ada;Tidak Ada;3.72;Active;Surakarta;Available;MongoDB, Git;25/08/2023
SS5851;20215851;20215851@student.uns.ac.id;Erlangga Hidayat;5;Ilmu Hukum;87714874270;Ada;Tidak Ada;4;Active;Bandung;Available;Mendeley, JDIH, LexisNexis;07/05/2023
SS5852;20225852;20225852@student.uns.ac.id;Ulfa Hidayat;5;Statistika;85615399526;Ada;Tidak Ada;2.85;Active;Karanganyar;Available;Python, SPSS, Excel, Tableau, SAS;28/08/2023
SS5853;20215853;20215853@student.uns.ac.id;Dwi Dewi;6;Informatika;85799246471;Tidak Ada;Tidak Ada;3.27;Active;Yogyakarta;Available;Go, Git, Node.js, React;10/04/2024
SS5854;20205854;20205854@student.uns.ac.id;Naufal Cahyani;8;Teknik Industri;85218091933;Ada;Ada;3.43;Active;Bandung;Placed;MATLAB, SAP, Arena Simulation;13/12/2023
SS5855;20215855;20215855@student.uns.ac.id;Farel Syahputra;6;Akuntansi;83821883043;Ada;Ada;3.53;Active;Surakarta;Placed;Accurate, SQL, Power BI, Jurnal.id;26/06/2024
SS5856;20235856;20235856@student.uns.ac.id;Gilang Adriansyah;2;Manajemen;81526811376;Ada;Tidak Ada;3.65;Active;Magelang;Placed;Excel, Google Analytics, Canva, SPSS, SAP;27/01/2025
SS5857;20225857;20225857@student.uns.ac.id;Hendra Rahmawati;5;Manajemen;85695037547;Tidak Ada;Ada;2.99;Active;Klaten;Available;SAP, Google Analytics, SQL;25/06/2023
SS5858;20215858;20215858@student.uns.ac.id;Dinda Safitri;6;Informatika;82116612232;Ada;Tidak Ada;2.63;Active;Surakarta;Placed;C++, Flutter, MongoDB, JavaScript;10/05/2023
SS5859;20235859;20235859@student.uns.ac.id;Ratna Nugraha;2;Manajemen;85713164220;Ada;Ada;3;Active;Karanganyar;Placed;SAP, Power BI, SPSS;04/10/2023
SS5860;20235860;20235860@student.uns.ac.id;Galuh Puspitasari;2;Informatika;85707963858;Ada;Ada;3.52;Active;Semarang;Tidak Aktif;Java, React, SQL;25/05/2023
SS5861;20215861;20215861@student.uns.ac.id;Muhammad Sari;7;Teknik Elektro;81643571401;Tidak Ada;Ada;3.96;Active;Surakarta;Tidak Aktif;Verilog, LabVIEW;14/11/2024
SS5862;20215862;20215862@student.uns.ac.id;Farel Saputra;5;Sastra Inggris;87892992440;Tidak Ada;Tidak Ada;3.05;Inactive;Bandung;Tidak Aktif;Microsoft Office, SDL Trados, Grammarly;23/12/2024
SS5863;20205863;20205863@student.uns.ac.id;Qonita Ardiansyah;7;Informatika;83864093942;Ada;Ada;2.85;Active;Semarang;Available;Node.js, C++;28/12/2023
SS5864;20215864;20215864@student.uns.ac.id;Sari Dewi;6;Sistem Informasi;85873874217;Ada;Ada;3.49;Active;Malang;Placed;ERPNext, Java, Power BI;05/01/2024
SS5865;20225865;20225865@student.uns.ac.id;Cahyo Hakim;5;Desain Komunikasi Visual;87724980639;Ada;Ada;3.32;Active;Surakarta;Placed;Adobe Illustrator, Blender, Figma;11/08/2023
SS5866;20215866;20215866@student.uns.ac.id;Mira Permana;6;Teknik Sipil;81323899709;Ada;Ada;3.65;Active;Klaten;Placed;SAP2000, ETABS, MS Project, Revit, SketchUp;23/04/2024
SS5867;20225867;20225867@student.uns.ac.id;Ayu Lestari;4;Teknik Elektro;81396959413;Ada;Ada;3.22;Active;Surakarta;Available;Verilog, LabVIEW, Proteus, Python, Eagle PCB;22/01/2024
SS5868;20225868;20225868@student.uns.ac.id;Nadia Wijaya;3;Informatika;85347994595;Ada;Ada;2.59;Active;Surabaya;Placed;React, SQL, Flutter;20/12/2023
SS5869;20215869;20215869@student.uns.ac.id;Citra Maulana;7;Teknik Industri;87700131260;Ada;Tidak Ada;3.17;Lulus;Magelang;Tidak Aktif;SAP, SolidWorks, AutoCAD, Arena Simulation;30/12/2024
SS5870;20215870;20215870@student.uns.ac.id;Qonita Wulandari;5;Statistika;85868683859;Ada;Ada;3.22;Active;Surakarta;Placed;SAS, SQL, Power BI;17/07/2024
SS5871;20195871;20195871@student.uns.ac.id;Wahyu Wardani;10;Statistika;87777348221;Ada;Tidak Ada;3.15;Inactive;Surakarta;Tidak Aktif;Excel, SAS, Python, R, MATLAB;21/02/2024
SS5872;20225872;20225872@student.uns.ac.id;Lina Rahmawati;4;Sastra Inggris;81544084857;Ada;Ada;3.16;Active;Surakarta;Tidak Aktif;SDL Trados, WordPress, CAT Tools, Microsoft Office, Grammarly;24/07/2024
SS5873;20215873;20215873@student.uns.ac.id;Farhan Syahputra;6;Sistem Informasi;82140735606;Ada;Ada;4;Active;Surakarta;Placed;Tableau, PHP, ERPNext, SAP;08/07/2024
SS5874;20225874;20225874@student.uns.ac.id;Sinta Firdaus;5;Sistem Informasi;87738683454;Tidak Ada;Ada;3.12;Active;Tangerang;Available;Java, BPMN, Python;10/03/2023
SS5875;20225875;20225875@student.uns.ac.id;Lestari Santoso;3;Sistem Informasi;82298001622;Ada;Ada;2.84;Active;Jakarta;Available;Python, SAP;19/02/2024
SS5876;20235876;20235876@student.uns.ac.id;Rendy Suryadi;2;Sistem Informasi;87794942422;Ada;Tidak Ada;2.97;Active;Surakarta;Placed;PHP, SAP, SQL, Tableau, BPMN;06/01/2025
SS5877;20215877;20215877@student.uns.ac.id;Tasya Ramadhani;6;Psikologi;81686084925;Ada;Tidak Ada;2.69;Active;Klaten;Available;SPSS, Qualtrics, Jamovi, Google Forms, Excel;17/01/2025
SS5878;20205878;20205878@student.uns.ac.id;Candra Cahyono;7;Ilmu Hukum;81332160827;Ada;Tidak Ada;3.38;Active;Semarang;Placed;JDIH, Microsoft Office, Mendeley;03/04/2024
SS5879;20215879;20215879@student.uns.ac.id;Tasya Handayani;5;Teknik Sipil;81506930778;Ada;Ada;3.03;Active;Boyolali;Placed;AutoCAD, MS Project, Revit, SketchUp, ETABS;26/04/2024
SS5880;20225880;20225880@student.uns.ac.id;Dwi Hakim;3;Manajemen;83817964192;Ada;Ada;3.33;Cuti;Boyolali;Tidak Aktif;Power BI, Excel;17/06/2023
SS5881;20195881;20195881@student.uns.ac.id;Hana Handoko;10;Statistika;81602835710;Tidak Ada;Ada;2.66;Active;Surakarta;Tidak Aktif;Python, SPSS, Excel, Tableau;08/10/2023
SS5882;20195882;20195882@student.uns.ac.id;Mega Hartono;9;Pendidikan Teknik Informatika;85298735199;Ada;Ada;3.79;Cuti;Surakarta;Tidak Aktif;JavaScript, Scratch, Git;09/02/2023
SS5883;20215883;20215883@student.uns.ac.id;Intan Sari;5;Akuntansi;85327323923;Ada;Tidak Ada;3.22;Active;Jakarta;Available;Excel, Zahir, Accurate;11/02/2023
SS5884;20225884;20225884@student.uns.ac.id;Amelia Oktaviani;5;Teknik Industri;87814290081;Ada;Tidak Ada;2.92;Active;Surakarta;Tidak Aktif;AutoCAD, Excel, MATLAB, Python, Minitab;31/05/2023
SS5885;20225885;20225885@student.uns.ac.id;Fani Maulana;3;Ilmu Hukum;85830243242;Tidak Ada;Ada;3.86;Active;Karanganyar;Available;Microsoft Office, JDIH, LexisNexis, Mendeley;19/09/2023
SS5886;20225886;20225886@student.uns.ac.id;Prita Setiawan;5;Manajemen;82283390887;Ada;Tidak Ada;3.03;Active;Karanganyar;Placed;Google Analytics, Canva, Excel;26/05/2023
SS5887;20225887;20225887@student.uns.ac.id;Farah Lestari;3;Informatika;85724974307;Ada;Tidak Ada;2.98;Active;Karanganyar;Placed;Docker, Node.js;12/02/2024
SS5888;20235888;20235888@student.uns.ac.id;Luthfi Fitriani;2;Manajemen;83838590086;Ada;Ada;3.48;Active;Tangerang;Placed;SQL, Google Analytics, SPSS;09/05/2023
SS5889;20205889;20205889@student.uns.ac.id;Eka Gunawan;7;Teknik Elektro;85308798502;Ada;Tidak Ada;2.76;Active;Magelang;Tidak Aktif;LabVIEW, Eagle PCB;16/10/2023
SS5890;20205890;20205890@student.uns.ac.id;Prasetyo Nugroho;9;Ekonomi Pembangunan;81546340006;Ada;Tidak Ada;3.74;Lulus;Boyolali;Tidak Aktif;R, Tableau, EViews, SPSS;27/08/2024
SS5891;20195891;20195891@student.uns.ac.id;Devi Sari;9;Teknik Sipil;83809498237;Ada;Ada;3.39;Active;Jakarta;Available;Revit, SketchUp, ETABS, MS Project, AutoCAD;13/02/2023
SS5892;20215892;20215892@student.uns.ac.id;Hanif Anggara;5;Manajemen;87742684871;Ada;Ada;3.47;Active;Surakarta;Available;SAP, SQL;05/12/2023
SS5893;20215893;20215893@student.uns.ac.id;Bella Dewi;7;Teknik Industri;85714031345;Ada;Ada;3.11;Active;Bandung;Available;SolidWorks, Arena Simulation, SAP;20/02/2023
SS5894;20215894;20215894@student.uns.ac.id;Rizky Cahyani;7;Manajemen;87874767273;Ada;Tidak Ada;3.01;Active;Yogyakarta;Tidak Aktif;Google Analytics, Canva, SAP;04/04/2023
SS5895;20235895;20235895@student.uns.ac.id;Hana Wibowo;2;Teknik Sipil;81640952569;Ada;Tidak Ada;3.03;Lulus;Surakarta;Tidak Aktif;AutoCAD, SketchUp, SAP2000;14/01/2025
SS5896;20195896;20195896@student.uns.ac.id;Aditya Kusuma;10;Teknik Industri;85765212181;Ada;Ada;3.1;Inactive;Karanganyar;Tidak Aktif;SAP, Python, Minitab, SolidWorks;18/07/2023
SS5897;20235897;20235897@student.uns.ac.id;Prita Suryadi;2;Desain Komunikasi Visual;83869163365;Ada;Tidak Ada;3.29;Active;Semarang;Placed;Figma, Adobe After Effects, Adobe Illustrator, Canva, Sketch;30/01/2024
SS5898;20215898;20215898@student.uns.ac.id;Zaki Wardani;5;Sastra Inggris;81393165370;Ada;Tidak Ada;3.09;Active;Karanganyar;Available;CAT Tools, SDL Trados, Microsoft Office, WordPress;26/07/2023
SS5899;20225899;20225899@student.uns.ac.id;Teguh Wibowo;4;Akuntansi;85756001526;Ada;Tidak Ada;2.73;Active;Yogyakarta;Available;Zahir, Excel, Accurate;17/10/2024
SS5900;20215900;20215900@student.uns.ac.id;Vina Kurniawan;7;Teknik Industri;82134895150;Ada;Tidak Ada;3.69;Active;Surakarta;Placed;Python, MATLAB;28/11/2023
SS5901;20215901;20215901@student.uns.ac.id;Maulana Adriansyah;5;Manajemen;87802193134;Tidak Ada;Ada;3.04;Active;Magelang;Available;Excel, Canva, Power BI, SQL;24/04/2024
